cell_id,lat_cell,lng_cell,cafes,avg_rating,share_high,avg_sentiment
"25.277,55.338",25.277,55.338,1,4.0,0.0,0.0825416666666666
"25.277,55.349",25.277,55.349,3,4.3,0.0,0.38725063303684043
"25.277,55.413",25.277,55.413,1,4.4,0.0,0.2833376326288091
"25.278,55.307",25.278,55.307,1,,0.0,
"25.278,55.308",25.278,55.308,1,4.2,0.0,
"25.278,55.309",25.278,55.309,1,5.0,0.0,
"25.278,55.31",25.278,55.31,1,4.3,0.0,
"25.278,55.311",25.278,55.311,1,4.3,0.0,
"25.278,55.314",25.278,55.314,1,4.8,0.0,
"25.278,55.332",25.278,55.332,1,4.5,0.0,
"25.278,55.334",25.278,55.334,1,4.4,0.0,0.4897333333333334
"25.278,55.335",25.278,55.335,1,4.1,0.0,-0.0508333333333333
"25.278,55.34",25.278,55.34,2,4.05,0.0,0.26418342674190887
"25.278,55.348",25.278,55.348,1,4.8,0.0,0.4364699679871949
"25.278,55.349",25.278,55.349,2,4.199999999999999,0.0,0.3750992063492063
"25.278,55.35",25.278,55.35,1,4.7,1.0,0.2801202686202686
"25.278,55.352",25.278,55.352,2,4.1,0.0,0.4489325396825396
"25.279,55.331",25.279,55.331,1,,0.0,
"25.279,55.347",25.279,55.347,2,4.85,0.0,0.4128010204081632
"25.279,55.351",25.279,55.351,1,3.7,0.0,0.0769714285714285
"25.279,55.352",25.279,55.352,1,4.1,0.0,0.1027714285714285
"25.279,55.353",25.279,55.353,1,4.6,0.0,
"25.279,55.36",25.279,55.36,1,4.1,0.0,0.1285535714285714
"25.279,55.379",25.279,55.379,1,4.6,0.0,
"25.279,55.413",25.279,55.413,1,4.1,0.0,0.2958055555555555
"25.279,55.414",25.279,55.414,2,2.8499999999999996,0.0,0.026647793872793854
"25.28,55.344",25.28,55.344,1,4.2,0.0,0.3616583333333333
"25.28,55.345",25.28,55.345,1,4.7,0.0,0.531978354978355
"25.28,55.346",25.28,55.346,1,3.8,0.0,0.1233055555555555
"25.28,55.347",25.28,55.347,1,3.8,0.0,0.1067982780612244
"25.28,55.348",25.28,55.348,1,4.8,0.0,0.3726138888888889
"25.28,55.349",25.28,55.349,2,4.4,0.0,0.39091096230158734
"25.28,55.351",25.28,55.351,1,4.5,0.0,0.3980045853269537
"25.28,55.353",25.28,55.353,1,5.0,0.0,
"25.28,55.354",25.28,55.354,3,3.95,0.0,
"25.28,55.407",25.28,55.407,1,4.1,1.0,0.3451577314498367
"25.281,55.333",25.281,55.333,1,4.3,1.0,0.3901240531954817
"25.281,55.334",25.281,55.334,1,4.0,0.0,
"25.281,55.352",25.281,55.352,2,4.1,0.0,0.3943746142746143
"25.281,55.353",25.281,55.353,2,4.3,0.0,0.3790518965161822
"25.281,55.359",25.281,55.359,1,4.3,0.0,
"25.281,55.36",25.281,55.36,1,5.0,0.0,
"25.281,55.411",25.281,55.411,3,3.9,0.6666666666666666,0.4172143759018759
"25.282,55.316",25.282,55.316,1,4.8,0.0,
"25.282,55.354",25.282,55.354,1,3.7,0.0,0.563
"25.282,55.398",25.282,55.398,3,4.466666666666667,0.3333333333333333,0.46929562250567153
"25.282,55.404",25.282,55.404,2,3.95,0.5,0.2995287538950583
"25.282,55.411",25.282,55.411,1,3.6,0.0,0.1665237262737263
"25.282,55.412",25.282,55.412,1,4.5,1.0,0.4128073975044563
"25.283,55.336",25.283,55.336,1,4.1,1.0,0.1201773892773892
"25.283,55.339",25.283,55.339,1,4.2,0.0,-0.0017777777777777
"25.283,55.354",25.283,55.354,1,4.0,0.0,0.4922083333333333
"25.283,55.355",25.283,55.355,2,4.25,0.0,0.3105282318651366
"25.283,55.356",25.283,55.356,1,4.2,0.0,0.3341813543599257
"25.283,55.373",25.283,55.373,1,4.8,0.0,
"25.283,55.38",25.283,55.38,1,4.8,0.0,0.4374273088023088
"25.283,55.381",25.283,55.381,1,,0.0,
"25.284,55.352",25.284,55.352,4,3.975,0.5,0.3022842699697963
"25.284,55.354",25.284,55.354,1,4.4,0.0,0.3396666666666667
"25.284,55.41",25.284,55.41,1,3.6,1.0,
"25.285,55.322",25.285,55.322,1,4.2,0.0,
"25.285,55.338",25.285,55.338,1,4.3,0.0,0.212063492063492
"25.285,55.352",25.285,55.352,1,3.9,0.0,0.0203067226890756
"25.285,55.36",25.285,55.36,1,4.2,0.0,
"25.285,55.399",25.285,55.399,1,4.4,0.0,0.1790674603174603
"25.285,55.405",25.285,55.405,1,4.1,1.0,0.2788368446368446
"25.286,55.328",25.286,55.328,1,,0.0,
"25.286,55.356",25.286,55.356,1,3.8,0.0,0.0231111111111111
"25.286,55.358",25.286,55.358,2,4.2,0.0,0.518907658839477
"25.286,55.36",25.286,55.36,3,3.966666666666667,0.3333333333333333,0.26573700159993263
"25.286,55.361",25.286,55.361,1,3.8,0.0,
"25.286,55.365",25.286,55.365,1,4.7,1.0,0.4207974033816425
"25.286,55.371",25.286,55.371,1,4.0,1.0,0.3403542568542568
"25.286,55.391",25.286,55.391,1,4.2,0.0,
"25.286,55.399",25.286,55.399,1,4.0,0.0,0.1678528693528693
"25.286,55.4",25.286,55.4,3,3.9,0.3333333333333333,-0.0675357142857142
"25.287,55.358",25.287,55.358,2,3.5999999999999996,0.0,0.4407342287342287
"25.287,55.36",25.287,55.36,1,4.8,0.0,0.2778126710454296
"25.287,55.361",25.287,55.361,1,3.6,0.0,0.1883999999999999
"25.287,55.362",25.287,55.362,1,5.0,0.0,0.4252270751735037
"25.287,55.364",25.287,55.364,1,3.9,0.0,0.3780456349206349
"25.287,55.365",25.287,55.365,1,4.0,1.0,0.1937863633258181
"25.287,55.37",25.287,55.37,3,3.8333333333333335,0.6666666666666666,0.20921735673404704
"25.287,55.371",25.287,55.371,1,3.9,0.0,0.3176666666666666
"25.288,55.35",25.288,55.35,1,4.1,1.0,0.3820621693121693
"25.288,55.358",25.288,55.358,1,4.0,0.0,-0.0090277777777777
"25.288,55.365",25.288,55.365,3,3.7000000000000006,0.3333333333333333,0.3067625661375661
"25.288,55.369",25.288,55.369,1,4.2,1.0,0.4180674603174603
"25.288,55.37",25.288,55.37,1,3.8,0.0,0.1291146541950113
"25.288,55.401",25.288,55.401,3,4.733333333333333,0.0,0.4870833333333333
"25.288,55.412",25.288,55.412,1,4.0,0.0,0.2381860670194004
"25.289,55.349",25.289,55.349,1,4.7,0.0,
"25.289,55.351",25.289,55.351,1,3.0,0.0,
"25.289,55.363",25.289,55.363,1,4.1,0.0,0.3884466089466089
"25.289,55.412",25.289,55.412,1,4.2,1.0,
"25.29,55.327",25.29,55.327,1,4.5,0.0,0.3123939393939394
"25.29,55.347",25.29,55.347,2,4.199999999999999,0.0,0.461531462585034
"25.29,55.365",25.29,55.365,2,4.35,1.0,0.4259801805961344
"25.29,55.37",25.29,55.37,2,3.85,0.0,0.2257064977506154
"25.291,55.322",25.291,55.322,1,4.6,1.0,0.4636100476817867
"25.291,55.323",25.291,55.323,2,4.65,0.5,0.2754500962000962
"25.291,55.345",25.291,55.345,1,3.9,0.0,0.3706031746031746
"25.291,55.354",25.291,55.354,2,4.6,0.5,0.390315231990232
"25.291,55.367",25.291,55.367,1,4.7,1.0,0.451769536019536
"25.291,55.368",25.291,55.368,1,3.8,1.0,0.607820811287478
"25.291,55.383",25.291,55.383,1,4.7,0.0,0.3842643578643579
"25.291,55.394",25.291,55.394,1,4.2,1.0,
"25.291,55.397",25.291,55.397,1,4.9,0.0,
"25.292,55.324",25.292,55.324,1,4.2,0.0,
"25.292,55.325",25.292,55.325,1,4.5,1.0,0.386573112073112
"25.292,55.366",25.292,55.366,4,4.65,0.0,0.24300649350649345
"25.292,55.371",25.292,55.371,1,4.3,0.0,0.4347818270313465
"25.292,55.372",25.292,55.372,2,4.65,0.0,0.3256244859307359
"25.293,55.353",25.293,55.353,1,4.0,0.0,0.1841445221445221
"25.293,55.361",25.293,55.361,2,4.75,0.5,0.4239520604824648
"25.293,55.362",25.293,55.362,1,4.7,1.0,0.3264092312008979
"25.293,55.37",25.293,55.37,1,4.1,1.0,0.2033161375661375
"25.293,55.379",25.293,55.379,1,3.6,0.0,0.1012693183240058
"25.293,55.392",25.293,55.392,1,4.2,0.0,0.2614126984126984
"25.294,55.362",25.294,55.362,1,4.0,1.0,
"25.295,55.372",25.295,55.372,1,4.1,1.0,0.4473660413660414
"25.295,55.374",25.295,55.374,1,3.5,0.0,0.2950833333333333
"25.295,55.375",25.295,55.375,2,4.2,1.0,0.2538759316080744
"25.295,55.379",25.295,55.379,1,4.1,1.0,0.3058530543530543
"25.296,55.362",25.296,55.362,1,4.8,0.0,0.3752025641025641
"25.296,55.369",25.296,55.369,1,4.4,1.0,0.1912799587978159
"25.296,55.37",25.296,55.37,2,4.4,0.5,0.39090792120337575
"25.296,55.371",25.296,55.371,1,5.0,0.0,
"25.296,55.372",25.296,55.372,1,4.7,1.0,0.3609151515151515
"25.296,55.386",25.296,55.386,1,4.5,0.0,
"25.296,55.388",25.296,55.388,1,5.0,0.0,
"25.297,55.352",25.297,55.352,1,4.3,1.0,0.3533423026249113
"25.297,55.362",25.297,55.362,2,4.3,0.0,0.3493403765546622
"25.297,55.365",25.297,55.365,2,3.65,0.0,0.0762090828221343
"25.297,55.366",25.297,55.366,1,3.6,0.0,0.074330154693791
"25.297,55.369",25.297,55.369,1,3.9,0.0,-0.0506726495726495
"25.297,55.37",25.297,55.37,2,3.6500000000000004,0.0,0.1185777417027417
"25.297,55.372",25.297,55.372,4,4.325,0.0,0.38494437941843396
"25.297,55.377",25.297,55.377,1,3.8,1.0,0.403231746031746
"25.297,55.378",25.297,55.378,1,3.9,0.0,0.382
"25.297,55.38",25.297,55.38,1,4.0,1.0,
"25.297,55.385",25.297,55.385,1,4.3,1.0,0.3472699290321241
"25.297,55.396",25.297,55.396,1,4.7,0.0,0.4111904761904761
"25.298,55.347",25.298,55.347,1,4.8,0.0,
"25.298,55.361",25.298,55.361,1,4.7,1.0,0.3859986777927954
"25.298,55.366",25.298,55.366,1,4.9,0.0,0.4125599567099566
"25.298,55.37",25.298,55.37,2,4.449999999999999,0.0,
"25.298,55.371",25.298,55.371,2,4.65,0.5,0.31155059523809525
"25.298,55.372",25.298,55.372,3,4.633333333333333,0.0,0.2972374138207471
"25.298,55.373",25.298,55.373,2,4.449999999999999,0.5,0.3910716666666666
"25.298,55.374",25.298,55.374,1,4.1,0.0,0.4268286528286528
"25.298,55.375",25.298,55.375,3,4.5,0.6666666666666666,0.2624478214686548
"25.298,55.376",25.298,55.376,1,4.5,0.0,
"25.298,55.381",25.298,55.381,1,3.9,1.0,0.1185535605698649
"25.298,55.382",25.298,55.382,1,4.1,1.0,0.3895606837606838
"25.299,55.343",25.299,55.343,1,4.0,1.0,0.1703315129315129
"25.299,55.37",25.299,55.37,1,3.9,0.0,0.2852542016806722
"25.299,55.371",25.299,55.371,1,4.2,0.0,
"25.299,55.372",25.299,55.372,1,4.8,1.0,0.3787689614307262
"25.299,55.374",25.299,55.374,3,4.133333333333333,0.3333333333333333,0.2511468253968253
"25.3,55.37",25.3,55.37,3,3.866666666666667,0.0,0.4047743764172336
"25.3,55.371",25.3,55.371,1,4.5,0.0,
"25.3,55.373",25.3,55.373,1,4.3,0.0,0.5178346764346765
"25.3,55.375",25.3,55.375,2,3.8,0.0,0.13942056318681315
"25.3,55.376",25.3,55.376,1,3.8,0.0,
"25.3,55.38",25.3,55.38,3,3.4333333333333336,0.0,0.10063143738977069
"25.3,55.382",25.3,55.382,1,3.6,0.0,0.0785469907407407
"25.301,55.371",25.301,55.371,2,4.25,0.5,
"25.301,55.373",25.301,55.373,1,4.1,0.0,
"25.301,55.375",25.301,55.375,1,4.7,0.0,0.3909228327228327
"25.301,55.378",25.301,55.378,1,4.4,0.0,
"25.301,55.379",25.301,55.379,1,3.7,0.0,0.2441503126503126
"25.301,55.38",25.301,55.38,1,4.2,0.0,0.3245574229691876
"25.301,55.381",25.301,55.381,1,3.4,0.0,0.3310625
"25.301,55.382",25.301,55.382,1,3.8,0.0,
"25.302,55.369",25.302,55.369,1,,0.0,
"25.302,55.375",25.302,55.375,1,3.9,0.0,
"25.302,55.376",25.302,55.376,1,3.8,0.0,0.1288367243867244
"25.302,55.378",25.302,55.378,1,3.0,0.0,0.0752837301587301
"25.302,55.38",25.302,55.38,1,4.2,1.0,0.2537334676817435
"25.303,55.369",25.303,55.369,1,5.0,0.0,
"25.303,55.377",25.303,55.377,1,4.2,0.0,0.4993972222222222
"25.304,55.367",25.304,55.367,1,4.8,0.0,0.3351834415584415
"25.304,55.383",25.304,55.383,1,4.6,0.0,0.3077123015873016
"25.305,55.364",25.305,55.364,1,3.8,0.0,-0.0151388888888888
"25.305,55.369",25.305,55.369,1,4.0,0.0,0.422
"25.305,55.375",25.305,55.375,2,4.5,0.0,0.3990712121212121
"25.306,55.366",25.306,55.366,1,4.6,1.0,0.256830808080808
"25.306,55.377",25.306,55.377,1,4.4,0.0,0.3722537386855568
"25.306,55.383",25.306,55.383,1,4.8,0.0,
"25.307,55.369",25.307,55.369,1,4.4,0.0,0.4583564213564214
"25.307,55.374",25.307,55.374,1,4.3,1.0,0.3742777777777778
"25.308,55.339",25.308,55.339,5,4.4,0.6,0.2750450596206119
"25.308,55.34",25.308,55.34,4,4.066666666666666,0.25,0.27151212253355106
"25.308,55.358",25.308,55.358,1,4.4,0.0,
"25.308,55.459",25.308,55.459,1,4.3,0.0,
"25.309,55.459",25.309,55.459,1,4.4,1.0,0.5119087301587302
"25.31,55.357",25.31,55.357,1,4.0,0.0,0.4201666666666666
"25.311,55.347",25.311,55.347,1,4.4,0.0,
"25.311,55.492",25.311,55.492,1,4.9,0.0,0.6561545454545454
"25.313,55.342",25.313,55.342,1,4.2,1.0,0.2558199665831245
"25.313,55.369",25.313,55.369,1,4.3,0.0,0.3592539744206411
"25.314,55.361",25.314,55.361,2,4.7,0.5,0.4572754174086783
"25.314,55.374",25.314,55.374,1,5.0,0.0,
"25.314,55.376",25.314,55.376,1,4.5,0.0,
"25.315,55.376",25.315,55.376,1,3.9,0.0,0.4217738095238095
"25.317,55.456",25.317,55.456,1,4.6,1.0,
"25.318,55.478",25.318,55.478,1,4.6,1.0,0.2325462532966402
"25.322,55.375",25.322,55.375,1,4.3,1.0,
"25.322,55.376",25.322,55.376,3,4.166666666666667,0.3333333333333333,0.25214484126984127
"25.322,55.377",25.322,55.377,1,3.3,0.0,
"25.323,55.363",25.323,55.363,1,4.8,0.0,
"25.323,55.377",25.323,55.377,1,3.7,0.0,0.3574862637362637
"25.323,55.379",25.323,55.379,1,5.0,0.0,
"25.324,55.38",25.324,55.38,1,4.6,0.0,0.4442908662518038
"25.324,55.383",25.324,55.383,1,4.2,0.0,
"25.324,55.385",25.324,55.385,1,4.6,1.0,0.4757997835497836
"25.325,55.387",25.325,55.387,1,4.3,0.0,
"25.325,55.393",25.325,55.393,1,5.0,0.0,
"25.326,55.376",25.326,55.376,1,3.9,0.0,
"25.326,55.386",25.326,55.386,1,4.7,1.0,0.3783138528138528
"25.326,55.391",25.326,55.391,1,4.8,0.0,0.4665606407852397
"25.327,55.379",25.327,55.379,1,4.9,0.0,0.3472928280007655
"25.327,55.387",25.327,55.387,1,4.3,0.0,
"25.327,55.388",25.327,55.388,1,4.4,1.0,
"25.327,55.474",25.327,55.474,1,4.3,0.0,0.3181342828798186
"25.328,55.39",25.328,55.39,1,4.0,0.0,
"25.329,55.389",25.329,55.389,1,4.2,0.0,0.4296011904761905
"25.329,55.393",25.329,55.393,1,4.7,0.0,0.2812777777777778
"25.329,55.472",25.329,55.472,1,4.6,1.0,0.3613337680837681
"25.33,55.358",25.33,55.358,1,4.6,1.0,0.3665624939874939
"25.33,55.393",25.33,55.393,1,4.4,1.0,
"25.331,55.376",25.331,55.376,1,4.0,0.0,0.1924166666666666
"25.332,55.375",25.332,55.375,1,4.8,0.0,
"25.333,55.363",25.333,55.363,2,4.9,0.0,0.4826666666666667
"25.334,55.364",25.334,55.364,2,4.65,0.5,0.39236628457521316
"25.334,55.374",25.334,55.374,1,4.7,1.0,0.5174153911564626
"25.334,55.385",25.334,55.385,1,4.9,1.0,0.4617100840336134
"25.334,55.394",25.334,55.394,1,5.0,0.0,
"25.335,55.376",25.335,55.376,1,4.7,0.0,0.0260416666666666
"25.335,55.388",25.335,55.388,1,4.5,0.0,0.3575691919191919
"25.337,55.393",25.337,55.393,1,4.2,0.0,
"25.337,55.4",25.337,55.4,2,4.15,0.0,0.4101595238095238
"25.339,55.362",25.339,55.362,1,4.5,0.0,0.374030303030303
"25.34,55.374",25.34,55.374,1,4.5,0.0,0.3435383597883598
"25.341,55.385",25.341,55.385,1,4.5,1.0,0.4176898319934034
"25.341,55.402",25.341,55.402,1,4.8,0.0,
"25.342,55.387",25.342,55.387,1,4.2,0.0,0.0739867424242424
"25.344,55.388",25.344,55.388,1,4.8,1.0,0.4680455980800808
"25.344,55.395",25.344,55.395,1,3.7,0.0,
"25.346,55.376",25.346,55.376,1,5.0,0.0,
"25.346,55.379",25.346,55.379,1,4.4,1.0,0.4395055137844611
"25.346,55.4",25.346,55.4,1,4.9,0.0,0.4306604308390023
"25.347,55.368",25.347,55.368,2,4.6,0.0,0.3137269024834814
"25.352,55.385",25.352,55.385,1,4.9,0.0,
"25.355,55.4",25.355,55.4,1,5.0,0.0,
"25.357,55.382",25.357,55.382,1,4.6,1.0,
"25.359,55.383",25.359,55.383,1,4.7,0.0,0.3833186507936508
"25.36,55.384",25.36,55.384,2,4.550000000000001,1.0,0.45792893296207365
"25.366,55.394",25.366,55.394,1,5.0,0.0,
"25.37,55.394",25.37,55.394,1,5.0,0.0,
"25.375,55.399",25.375,55.399,1,4.7,0.0,
"25.383,55.402",25.383,55.402,1,4.6,0.0,0.4377133520074697
"25.393,55.418",25.393,55.418,1,4.6,0.0,
"25.396,55.423",25.396,55.423,1,4.4,0.0,0.4444702380952381
"25.399,55.475",25.399,55.475,1,4.3,0.0,0.2896695526695526
"25.498,55.588",25.498,55.588,1,4.3,0.0,0.5528333333333333
"25.545,55.543",25.545,55.543,1,4.5,0.0,0.4006936539767422
"32.221,-90.155",32.221,-90.155,1,4.8,0.0,
"34.068,-118.398",34.068,-118.398,1,4.6,0.0,0.4160710553814002
"35.748,-78.593",35.748,-78.593,1,4.9,0.0,
"36.197,-86.843",36.197,-86.843,1,5.0,0.0,
"37.438,-77.597",37.438,-77.597,1,4.9,0.0,
"39.186,-78.165",39.186,-78.165,1,4.7,1.0,0.3821567876567876
"40.039,-74.96",40.039,-74.96,1,4.8,0.0,
