cuisine,count,avg_rating,avg_reviews,total_reviews,avg_price,avg_sentiment,avg_engagement,pct_premium,num_areas,avg_competitors,market_share
cafe,253,4.590118577075098,1185.106719367589,299832,2.1047430830039526,0.6420234429272966,493.8456927690104,0.10276679841897234,23,8.434782608695652,0.5320556842077244
Unknown,37,4.635135135135135,1895.7567567567567,70143,2.1486486486486487,0.7438136071136071,622.0539339783772,0.13513513513513514,14,8.81081081081081,0.12446964252442173
dessert,30,4.543333333333334,1834.4333333333334,55033,2.15,0.5955561904761905,201.53003957643662,0.13333333333333333,13,13.9,0.09765675601337982
arabic,13,4.592307692307693,6946.538461538462,90305,2.230769230769231,0.7976810881426266,4200.72321586682,0.23076923076923078,8,10.153846153846153,0.16024736706681927
french,6,4.683333333333334,3667.0,22002,2.5,0.3853333333333333,516.1532600732601,0.3333333333333333,4,15.166666666666666,0.039042827863398015
indian,4,4.475,1957.0,7828,2.0,0.7555000000000001,455.7395833333333,0.0,2,7.25,0.013890885215647653
japanese,3,4.833333333333333,1286.6666666666667,3860,2.3333333333333335,1.0,437.7777777777778,0.3333333333333333,3,3.6666666666666665,0.00684961892340316
lebanese,2,4.9,2801.5,5603,2.0,0.896,1690.3,0.0,2,3.0,0.009942594514981324
turkish,1,4.9,8928.0,8928,2.0,1.0,212.57142857142858,0.0,1,42.0,0.015842849157550108
